    0.332673E+03   -0.792412+122
    0.332768E+03   -0.931946+122
    0.332862E+03   -0.944057+122
    0.332955E+03   -0.787782+122
    0.333045E+03   -0.426937+122
    0.333135E+03    0.169302+122
    0.333222E+03    0.983316+122
    0.333308E+03    0.191473+123
    0.333392E+03    0.286406+123
    0.333474E+03    0.374354+123
    0.333554E+03    0.447734+123
    0.333632E+03    0.500158+123
    0.333708E+03    0.526428+123
    0.333782E+03    0.522520+123
    0.333853E+03    0.485547+123
    0.333922E+03    0.413724+123
    0.333988E+03    0.306310+123
    0.334052E+03    0.163553+123
    0.334113E+03   -0.133878+122
    0.334172E+03   -0.220191+123
    0.334228E+03   -0.445371+123
    0.334281E+03   -0.677992+123
    0.334331E+03   -0.909238+123
    0.334379E+03   -0.113223+124
    0.334424E+03   -0.134184+124
    0.334465E+03   -0.153450+124
    0.334504E+03   -0.170795+124
    0.334540E+03   -0.186112+124
    0.334572E+03   -0.199386+124
    0.334602E+03   -0.210676+124
    0.334628E+03   -0.220098+124
    0.334651E+03   -0.227808+124
    0.334672E+03   -0.233980+124
    0.334688E+03   -0.238797+124
    0.334702E+03   -0.242434+124
    0.334713E+03   -0.245050+124
    0.334720E+03   -0.246774+124
    0.334724E+03   -0.247700+124
    0.334804E+03   -0.260891+124
    0.335143E+03   -0.166223+124
    0.335751E+03    0.779001+124
    0.336626E+03    0.304099+124
    0.337763E+03   -0.524405+125
    0.339159E+03    0.225229+126
    0.340808E+03   -0.888155+126
    0.342702E+03    0.366959+127
    0.344833E+03   -0.143799+128
    0.347193E+03    0.253939+128
    0.349772E+03    0.394590+129
    0.352559E+03   -0.207524+130
    0.355543E+03   -0.291367+131
    0.358709E+03    0.673955+129
    0.362047E+03    0.191062+134
    0.365541E+03    0.710172+136
    0.369176E+03    0.240141+137
    0.372939E+03   -0.187528+138
    0.376812E+03   -0.636768+137
    0.380779E+03    0.993457+138
    0.384825E+03    0.102418+139
    0.388931E+03   -0.264915+139
    0.393081E+03   -0.667304+139
    0.397258E+03   -0.238299+139
    0.401443E+03    0.160215+140
    0.405619E+03    0.319424+140
    0.409769E+03    0.196762+140
    0.413876E+03   -0.419126+140
    0.417921E+03   -0.120958+141
    0.421889E+03   -0.147704+141
    0.425762E+03   -0.600195+140
    0.429524E+03    0.180528+141
    0.433159E+03    0.471746+141
    0.436653E+03    0.653256+141
    0.439991E+03    0.601231+141
    0.443158E+03    0.231355+141
    0.446141E+03   -0.486393+141
    0.448928E+03   -0.136734+142
    0.451507E+03   -0.215611+142
    0.453867E+03   -0.269167+142
    0.455999E+03   -0.289907+142
    0.457893E+03   -0.277468+142
    0.459541E+03   -0.236970+142
    0.460937E+03   -0.177256+142
    0.462075E+03   -0.109157+142
    0.462949E+03   -0.438495+141
    0.463557E+03    0.860400+140
    0.463896E+03    0.403885+141
    0.467336E+03    0.435413+142
    0.481452E+03    0.793079+142
    0.505916E+03   -0.141439+143
    0.539197E+03   -0.534875+144
    0.579204E+03    0.308328+145
    0.623424E+03    0.346174+146
    0.669078E+03   -0.239035+147
    0.713298E+03    0.694916+146
    0.753305E+03    0.186518+148
    0.786586E+03    0.750639+148
    0.811050E+03   -0.644111+149
    0.825166E+03   -0.485206+149
    0.836166E+03    0.480650+149
    0.868248E+03    0.219216+150
    0.923848E+03   -0.784389+149
    0.999486E+03   -0.170317+152
    0.109041E+04    0.206438+152
    0.119091E+04    0.133752+154
    0.129467E+04   -0.741007+154
    0.139517E+04    0.319551+155
    0.148610E+04   -0.167809+156
    0.156173E+04    0.273148+156
    0.161733E+04    0.853392+156
    0.164942E+04    0.750808+156
    0.167132E+04    0.326755+156
    0.173197E+04   -0.250658+157
    0.184014E+04   -0.348328+157
    0.199460E+04    0.275459+158
    0.219413E+04   -0.445979+158
    0.243817E+04   -0.304761+159
    0.272745E+04    0.392970E+04
    0.306468E+04    0.496155E+04
    0.345534E+04    0.630709E+04
    0.390869E+04    0.807066E+04
    0.443923E+04    0.104103E+05
    0.506894E+04    0.135732E+05
    0.583094E+04    0.179607E+05
    0.677565E+04    0.242520E+05
    0.798171E+04    0.336541E+05
    0.957615E+04    0.484427E+05
    0.117739E+05    0.732301E+05
    0.149613E+05    0.118246E+06
    0.198885E+05    0.208954E+06
    0.281728E+05    0.419281E+06
    0.438466E+05    0.101559E+07
    0.794380E+05    0.333352E+07
    0.191761E+06    0.194252E+08
    0.100000E+07    0.528258E+09
